Type,Item Code,Sales Description,Print as single line (sales),Print as single line (purchasing),Matrix Parent,Barcode,Serial Number,Item is active?,Item is Sold,Item is Purchased,Is Matrix,Commodity code,Amounts as percentage,Unit Price,Sales Units,Foreign Price 1,Foreign Price 1,Foreign Price 2,Foreign Price 2,Pays Commission,Unit Cost,Purchase Units,Foreign Cost 1,Foreign Cost 1,Foreign Cost 2,Foreign Cost 2,On Hand,On Sales Orders (Allocated),Free Stock,Average Cost,On Sales Orders (Not Allocated),Shortfall,On Purchase Orders,Stock Units,1 Purchase Unit =,1 Sales Unit =,Location,Last Stock Take,Units counted,Supplier Part number/Code,Supplier Description,Use on Purchase Documents,Default Order Type,Re-order level,Minimum Order Value,Minimum Order Quantity,Average Lead Time,Category 1,Category 2,Category 3,Category 4,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Item Class,Image 1,Image 2,Image 3,Image 4,Item is Drop Shipped,Pack Separately,Weigh Before Shipping,Number of units per box,Shipping Instructions,Dimension Units,Height,Width,Length,Weight Units,Weight,Volume Units,Volume,Dimension Units,Height,Width,Length,Weight Units,Weight,Volume Units,Volume,Revenue/Income,Asset,Expense,Available in Portal Cart,Cart Mapping,Price Impact
Stock Item,23513,"Mikkeller, KEG Show Me Cuvee 30l (Sour/Wild Ale)",,,,,,Y,Y,Y,N,,,440.34,Keg(s),0.00,None,0.00,None,Y,215.00,Keg(s),0.00,None,0.00,None,3,0,3,214.9942,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,52,42,42,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09933,"Baird, Shuzenji Heritage Helles (24 x 330ml)",,,,,,Y,Y,Y,N,,,92.27,Bottle(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,4,0,4,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,03526,"Baird, Kurofune Porter KEG 20l",,,,,,Y,Y,Y,N,,,229.91,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,5,0,5,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,03527,"Baird, Teikoku IPA (KEG) 20l",,,,,,Y,Y,Y,N,,,236.22,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,1,-1,0,0,1,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,03528,"Baird, Wabi-Sabi Japan pale (KEG) 20l",,,,,,Y,Y,Y,N,,,229.91,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,1,0,1,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,03529,"Baird, Brewer's Nightmare Rye IPA (KEG) 20l",,,,,,Y,Y,Y,N,,,256.75,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,1,0,1,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,03530,"Baird, Yabai-Yabai Strong Scotch Ale (KEG) 20l",,,,,,Y,Y,Y,N,,,263.06,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,2,0,2,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,16511,"Edge, 50L KEG Basil & Thyme Saison (50L keg)",,,,,,Y,Y,Y,N,,,389.00,Keg(s),0.00,None,0.00,None,Y,339.82,Each,0.00,None,0.00,None,2,0,2,336.820007,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09934,"Evil Twin, I Love You with my Stout (24 x 355ml)",,,,,,Y,Y,Y,N,,,149.19,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06515,"Evil Twin, KEG Molotov Cocktail (20L Keg)",,,,,,Y,Y,Y,N,,,352.30,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22531,"Kaiju, KEG Cthulhu Black IPA (30L Keg)",,,,,,Y,Y,Y,N,,,275.00,Keg(s),0.00,None,0.00,None,Y,215.00,Keg(s),0.00,None,0.00,None,0,0,0,215,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,52,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22530,"Kaiju, KEG Double IPA (30L Keg)",,,,,,Y,Y,Y,N,,,275.00,Keg(s),0.00,None,0.00,None,Y,215.00,Keg(s),0.00,None,0.00,None,0,0,0,295,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,52,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10535,"Red Duck, KEG Aztec (30L ecokeg)",,,,,,Y,Y,Y,N,,,312.90,Keg(s),0.00,None,0.00,None,Y,312.90,Each,0.00,None,0.00,None,0,0,0,265.5,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,16010,"Edge, Neighbourhood Brew Enigma Pale Ale (24 x 330ml)",,,,,,Y,Y,Y,N,,,82.75,Case(s),0.00,None,0.00,None,Y,82.75,Each,0.00,None,0.00,None,0,0,0,64.5,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,16512,"Edge, 30L KEGNeighbourhood Brew Enigma Pale Ale (30L keg)",,,,,,Y,Y,Y,N,,,299.00,Keg(s),0.00,None,0.00,None,Y,299.00,Each,0.00,None,0.00,None,0,0,0,244,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10069,"Red Duck, Buck (Saison) 12 x 500ml",,,,,,Y,Y,Y,N,,,74.69,Case(s),0.00,None,0.00,None,Y,74.69,Each,0.00,None,0.00,None,19,1,18,57.9983984375,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10072,"Red Duck, Bengal (IPA) 12 x 500ml",,,,,,Y,Y,Y,N,,,81.05,Case(s),0.00,None,0.00,None,Y,81.05,Each,0.00,None,0.00,None,28,1,27,65.238258,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,100618,"Red Duck, Aztec  (12 x 500ml)",,,,,,Y,Y,Y,N,,,84.96,Case(s),0.00,None,0.00,None,Y,84.96,Each,0.00,None,0.00,None,12,1,11,55.9,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,100619,"Red Duck, Topaz  (12 x 500ml)",,,,,,Y,Y,Y,N,,,73.70,Case(s),0.00,None,0.00,None,Y,73.70,Each,0.00,None,0.00,None,35,1,34,66.04,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10073,"Red Duck, Wild Hunt  (12 x 500ml)",,,,,,Y,Y,Y,N,,,91.25,Case(s),0.00,None,0.00,None,Y,63.54,Each,0.00,None,0.00,None,36,1,35,71.71,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,100620,"Red Duck, Lapin  (12 x 500ml)",,,,,,Y,Y,Y,N,,,79.48,Case(s),0.00,None,0.00,None,Y,93.60,Each,0.00,None,0.00,None,40,1,39,48.23,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,100621,"Red Duck, Bandicoot  (12 x 500ml)",,,,,,Y,Y,Y,N,,,64.61,Case(s),0.00,None,0.00,None,Y,93.60,Each,0.00,None,0.00,None,42,1,41,61.75,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22007,Big Hard Woody Cider - Inc $13.95 WET (12 x 500ml),,,,,,Y,Y,Y,N,,,61.92,Case(s),0.00,None,0.00,None,Y,50.00,Case(s),0.00,None,0.00,None,66,2,64,30.6122448979592,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22100,Big Hard Woody Cider - WET FREE (12 x 500ml),,,,,,Y,Y,Y,N,,,48.00,Case(s),0.00,None,0.00,None,Y,50.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22512,Big Hard Woody 50L Cider  - Inc $61.82 WET (50L Keg),,,,,,Y,Y,Y,N,,,275.00,Keg(s),0.00,None,0.00,None,Y,117.31,Keg(s),0.00,None,0.00,None,14,0,14,158.17,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,52,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22008,"Kaiju, RoboHop Golden (12 x 500ml)",,,,,,Y,Y,Y,N,,,71.46,Case(s),0.00,None,0.00,None,Y,60.44,Case(s),0.00,None,0.00,None,46,0,46,48.964375,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22514,"Kaiju, KEG RoboHop Golden (50L Keg)",,,,,,Y,Y,Y,N,,,320.00,Keg(s),0.00,None,0.00,None,Y,268.18,Keg(s),0.00,None,0.00,None,7,1,6,288.97,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,52,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10074,"Red Duck, Wooly Lager  (12 x 500ml)",,,,,,Y,Y,Y,N,,,80.20,Case(s),0.00,None,0.00,None,Y,63.54,Each,0.00,None,0.00,None,36,1,35,61.75,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23006,"Dainton, Manhattan (24 x 330ml)",,,,,,Y,Y,Y,N,,,130.98,Case(s),0.00,None,0.00,None,Y,57.50,Case(s),0.00,None,0.00,None,13,0,13,107.5,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23514,"Dainton, 30L Manhattan (30L Keg)",,,,,,Y,Y,Y,N,,,300.00,Keg(s),0.00,None,0.00,None,Y,270.00,Keg(s),0.00,None,0.00,None,1,0,1,240,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,52,42,42,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09935,"Mikkeller, Beer Geek Dessert (24x330ml) Imperial Stout",,,,,,Y,Y,Y,N,,,230.42,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09936,"Mikkeller, BooGoop Buckwheat Wine (6 x 750ml)",,,,,,Y,Y,Y,N,,,111.62,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,30,0,30,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09937,"Mikkeller, I'm a Kombo, Cucumber Witbier (24x330ml)",,,,,,Y,Y,Y,N,,,138.11,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09938,"Mikkeller, K:rlek 6 Pale Ale (24 x 330ml)",,,,,,Y,Y,Y,N,,,130.75,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,14,0,14,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09939,"Mikkeller, Kolsvart Lakrids IPA (24 x 330ml)",,,,,,Y,Y,Y,N,,,137.05,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,6,0,6,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09940,"Mikkeller,MAD 4 Bubble Sencha Beer (330ml)",,,,,,Y,Y,Y,N,,,154.08,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,17,0,17,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09941,"Mikkeller, Ricemarket Blonde (330ml)",,,,,,Y,Y,Y,N,,,128.99,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,21,0,21,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09942,"Mikkeller,RisGoop Ricewine (6 x750ml)",,,,,,Y,Y,Y,N,,,111.62,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,13,0,13,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09943,"Mikkeller, Spontagooseberry  (12 x 375ml)",,,,,,Y,Y,Y,N,,,120.10,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,1,1,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09944,"Mikkeller, Spontacurrent (12 x 375ml)",,,,,,Y,Y,Y,N,,,120.10,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,1,-1,0,0,1,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09945,"Mikkeller, XMAS: Fra Via Til Porter x spices (6 x 750ml)",,,,,,Y,Y,Y,N,,,101.38,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,18,0,18,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09946,"Mikkeller, XMAS: Hoppy Lovin' X-mas IPA with ginger & pine (24 x 330ml)",,,,,,Y,Y,Y,N,,,145.97,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,3,0,3,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09947,"Mikkeller, XMAS:Santa's Little Helper (6 x 750ml)",,,,,,Y,Y,Y,N,,,113.04,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,18,0,18,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09948,"Mikkeller, Winbic Sour / Wild Ale (12 x 375ml)",,,,,,Y,Y,Y,N,,,137.91,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,4,0,4,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22515,"Kaiju, KEG RoboHop Golden (30L Keg)",,,,,,Y,Y,Y,N,,,250.00,Keg(s),0.00,None,0.00,None,Y,268.18,Keg(s),0.00,None,0.00,None,0,0,0,190,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,52,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10031,"Red Duck, Shy Blond (24 x 330ml)",,,,,,Y,Y,Y,N,,,99.90,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,2,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23007,"Dainton, Sinister Sister Summer Ale (24 x 330ml)",,,,,,Y,Y,Y,N,,,73.15,Case(s),0.00,None,0.00,None,Y,57.50,Case(s),0.00,None,0.00,None,204,0,204,50.36,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23515,"Dainton, 50l Sinister Sister Summer Ale (50L Keg)",,,,,,Y,Y,Y,N,,,284.50,Keg(s),0.00,None,0.00,None,Y,270.00,Keg(s),0.00,None,0.00,None,-1,0,-1,204.09,0,1,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,Cm,52,42,42,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09901,"Moylans, BOTTLE American Rye Whisky (750ml bottle)",,,,,,Y,Y,Y,N,,,72.30,Bottle(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,30,Bottle(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09902,"Moylans, BOTTLE Cask Strength Bourbon (750ml bottle)",,,,,,Y,Y,Y,N,,,84.02,Bottle(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Bottle(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09949,"Omnipollo, Nebuchandnezzar - DIPA (24 x 330ml)",,,,,,Y,Y,Y,N,,,147.73,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,6,0,6,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09950,"Omnipollo, Mazarin - APA  (24 x 330ml)",,,,,,Y,Y,Y,N,,,143.59,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,18,0,18,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09951,"Omnipollo, Leon - Belgian Pale Ale  (24 x 330ml)",,,,,,Y,Y,Y,N,,,127.36,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,19,0,19,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09952,"Omnipollo, Bacchanale - Saison (12 x 375ml)",,,,,,Y,Y,Y,N,,,101.69,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,15,0,15,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09953,"Omnipollo, Stolen Fruit - Saison / Farmhouse Ale (24 x 330ml)",,,,,,Y,Y,Y,N,,,138.09,case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,,52,42,42,,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
